Powered by SCRIER.org.  If you enjoy saving lives, please tip gofundme.com/f/scrier
[84] Jun  5:   actual: 7,250,928,    official: 725,054,   infectious: 2,582,932,   dead: 115,774 

[85] Jun  6:   actual: 7,433,637,    official: 743,324,   infectious: 2,634,641,   dead: 119,043 

[86] Jun  7:   actual: 7,619,850,    official: 761,945,   infectious: 2,687,192,   dead: 122,378 

[87] Jun  8:   actual: 7,809,618,    official: 780,921,   infectious: 2,740,599,   dead: 125,780 

[88] Jun  9:   actual: 8,002,993,    official: 800,258,   infectious: 2,794,879,   dead: 129,251 

[89] Jun 10:   actual: 8,200,027,    official: 819,961,   infectious: 2,850,041,   dead: 132,792 

[90] Jun 11:   actual: 8,400,773,    official: 840,035,   infectious: 2,906,095,   dead: 136,404 

[91] Jun 12:   actual: 8,605,283,    official: 860,486,   infectious: 2,963,049,   dead: 140,089 

[92] Jun 13:   actual: 8,813,610,    official: 881,318,   infectious: 3,020,909,   dead: 143,848 

[93] Jun 14:   actual: 9,025,806,    official: 902,537,   infectious: 3,079,675,   dead: 147,683 

[94] Jun 15:   actual: 9,241,923,    official: 924,148,   infectious: 3,139,347,   dead: 151,594 

[95] Jun 16:   actual: 9,462,013,    official: 946,157,   infectious: 3,199,919,   dead: 155,583 

[96] Jun 17:   actual: 9,686,126,    official: 968,568,   infectious: 3,261,390,   dead: 159,651 

[97] Jun 18:   actual: 9,914,311,    official: 991,386,   infectious: 3,323,756,   dead: 163,799 

[98] Jun 19:   actual: 10,146,618,    official: 1,014,616,   infectious: 3,387,014,   dead: 168,028 

[99] Jun 20:   actual: 10,383,097,    official: 1,038,263,   infectious: 3,451,168,   dead: 172,340 

[100] Jun 21:   actual: 10,623,796,    official: 1,062,332,   infectious: 3,516,221,   dead: 176,736 

[101] Jun 22:   actual: 10,868,763,    official: 1,086,828,   infectious: 3,582,176,   dead: 181,217 

[102] Jun 23:   actual: 11,118,047,    official: 1,111,756,   infectious: 3,649,031,   dead: 185,784 

[103] Jun 24:   actual: 11,371,694,    official: 1,137,120,   infectious: 3,716,784,   dead: 190,439 


RAN OUT OF VENTILATORS
[104] Jun 25:   actual: 11,629,752,    official: 1,162,925,   infectious: 3,785,434,   dead: 195,183 

[105] Jun 26:   actual: 11,892,524,    official: 1,189,202,   infectious: 3,858,753,   dead: 200,017 

[106] Jun 27:   actual: 12,160,068,    official: 1,215,956,   infectious: 3,933,170,   dead: 204,942 

[107] Jun 28:   actual: 12,432,450,    official: 1,243,194,   infectious: 4,008,794,   dead: 209,960 

[108] Jun 29:   actual: 12,709,478,    official: 1,270,896,   infectious: 4,081,852,   dead: 218,847 

[109] Jun 30:   actual: 12,991,205,    official: 1,299,068,   infectious: 4,155,930,   dead: 228,037 

[110] Jul  1:   actual: 13,277,676,    official: 1,327,715,   infectious: 4,230,929,   dead: 237,386 

[111] Jul  2:   actual: 13,568,935,    official: 1,356,840,   infectious: 4,306,856,   dead: 246,891 

[112] Jul  3:   actual: 13,865,026,    official: 1,386,449,   infectious: 4,383,703,   dead: 254,667 

[113] Jul  4:   actual: 14,166,119,    official: 1,416,558,   infectious: 4,463,350,   dead: 262,500 

[114] Jul  5:   actual: 14,472,262,    official: 1,447,172,   infectious: 4,544,004,   dead: 270,465 

[115] Jul  6:   actual: 14,783,506,    official: 1,478,296,   infectious: 4,625,711,   dead: 278,566 

[116] Jul  7:   actual: 15,099,770,    official: 1,509,922,   infectious: 4,706,541,   dead: 288,689 

[117] Jul  8:   actual: 15,421,094,    official: 1,542,054,   infectious: 4,788,279,   dead: 299,052 

[118] Jul  9:   actual: 15,747,511,    official: 1,574,695,   infectious: 4,870,848,   dead: 309,597 

[119] Jul 10:   actual: 16,079,058,    official: 1,607,849,   infectious: 4,954,280,   dead: 320,323 

[120] Jul 11:   actual: 16,415,767,    official: 1,641,519,   infectious: 5,038,555,   dead: 330,291 

[121] Jul 12:   actual: 16,757,734,    official: 1,675,715,   infectious: 5,124,616,   dead: 340,381 

[122] Jul 13:   actual: 17,104,994,    official: 1,710,441,   infectious: 5,211,555,   dead: 350,632 

[123] Jul 14:   actual: 17,457,580,    official: 1,745,699,   infectious: 5,299,385,   dead: 361,047 

[124] Jul 15:   actual: 17,815,462,    official: 1,781,487,   infectious: 5,387,129,   dead: 372,568 

[125] Jul 16:   actual: 18,178,666,    official: 1,817,807,   infectious: 5,475,666,   dead: 384,306 

[126] Jul 17:   actual: 18,547,214,    official: 1,854,661,   infectious: 5,564,947,   dead: 396,231 

[127] Jul 18:   actual: 18,921,115,    official: 1,892,051,   infectious: 5,654,766,   dead: 408,343 

[128] Jul 19:   actual: 19,300,375,    official: 1,929,977,   infectious: 5,745,090,   dead: 420,173 

[129] Jul 20:   actual: 19,685,027,    official: 1,968,442,   infectious: 5,836,347,   dead: 432,161 

[130] Jul 21:   actual: 20,075,084,    official: 2,007,447,   infectious: 5,928,242,   dead: 444,326 

[131] Jul 22:   actual: 20,470,556,    official: 2,046,994,   infectious: 6,020,743,   dead: 456,668 

[132] Jul 23:   actual: 20,871,419,    official: 2,087,080,   infectious: 6,113,335,   dead: 469,660 

[133] Jul 24:   actual: 21,277,676,    official: 2,127,705,   infectious: 6,206,434,   dead: 482,856 

[134] Jul 25:   actual: 21,689,326,    official: 2,168,870,   infectious: 6,299,991,   dead: 496,243 

[135] Jul 26:   actual: 22,106,359,    official: 2,210,573,   infectious: 6,393,873,   dead: 509,820 

[136] Jul 27:   actual: 22,528,760,    official: 2,252,813,   infectious: 6,488,038,   dead: 523,352 

[137] Jul 28:   actual: 22,956,528,    official: 2,295,589,   infectious: 6,582,666,   dead: 537,060 

[138] Jul 29:   actual: 23,389,648,    official: 2,338,901,   infectious: 6,677,582,   dead: 550,952 

[139] Jul 30:   actual: 23,828,102,    official: 2,382,746,   infectious: 6,772,743,   dead: 565,028 

[140] Jul 31:   actual: 24,271,854,    official: 2,427,121,   infectious: 6,867,866,   dead: 579,524 

[141] Aug  1:   actual: 24,720,878,    official: 2,472,023,   infectious: 6,963,125,   dead: 594,214 

[142] Aug  2:   actual: 25,175,145,    official: 2,517,449,   infectious: 7,058,463,   dead: 609,091 

[143] Aug  3:   actual: 25,634,618,    official: 2,563,396,   infectious: 7,153,780,   dead: 624,154 

[144] Aug  4:   actual: 26,099,256,    official: 2,609,859,   infectious: 7,249,019,   dead: 639,285 

[145] Aug  5:   actual: 26,569,022,    official: 2,656,835,   infectious: 7,344,233,   dead: 654,593 

[146] Aug  6:   actual: 27,043,871,    official: 2,704,319,   infectious: 7,439,299,   dead: 670,080 

[147] Aug  7:   actual: 27,523,752,    official: 2,752,307,   infectious: 7,534,153,   dead: 685,746 

[148] Aug  8:   actual: 28,008,724,    official: 2,800,804,   infectious: 7,630,505,   dead: 701,706 

[149] Aug  9:   actual: 28,498,735,    official: 2,849,805,   infectious: 7,726,627,   dead: 717,848 

[150] Aug 10:   actual: 28,993,731,    official: 2,899,304,   infectious: 7,822,509,   dead: 734,165 

[151] Aug 11:   actual: 29,493,536,    official: 2,949,284,   infectious: 7,916,187,   dead: 752,543 

[152] Aug 12:   actual: 29,998,082,    official: 2,999,738,   infectious: 8,009,387,   dead: 771,136 

[153] Aug 13:   actual: 30,507,298,    official: 3,050,659,   infectious: 8,102,063,   dead: 789,926 

[154] Aug 14:   actual: 31,021,108,    official: 3,102,040,   infectious: 8,194,120,   dead: 808,910 

[155] Aug 15:   actual: 31,539,431,    official: 3,153,872,   infectious: 8,285,489,   dead: 827,141 

[156] Aug 16:   actual: 32,062,296,    official: 3,206,158,   infectious: 8,377,931,   dead: 845,569 

[157] Aug 17:   actual: 32,589,620,    official: 3,258,890,   infectious: 8,469,653,   dead: 864,169 

[158] Aug 18:   actual: 33,121,319,    official: 3,312,059,   infectious: 8,560,636,   dead: 882,939 

[159] Aug 19:   actual: 33,657,187,    official: 3,365,645,   infectious: 8,648,902,   dead: 903,763 

[160] Aug 20:   actual: 34,197,125,    official: 3,419,638,   infectious: 8,736,173,   dead: 924,822 

[161] Aug 21:   actual: 34,741,029,    official: 3,474,028,   infectious: 8,822,365,   dead: 946,075 

[162] Aug 22:   actual: 35,288,792,    official: 3,528,804,   infectious: 8,907,410,   dead: 967,517 

[163] Aug 23:   actual: 35,840,303,    official: 3,583,955,   infectious: 8,991,239,   dead: 988,199 

[164] Aug 24:   actual: 36,395,532,    official: 3,639,477,   infectious: 9,075,171,   dead: 1,009,036 

[165] Aug 25:   actual: 36,954,366,    official: 3,695,360,   infectious: 9,157,829,   dead: 1,030,030 

[166] Aug 26:   actual: 37,516,689,    official: 3,751,592,   infectious: 9,239,180,   dead: 1,051,176 

[167] Aug 27:   actual: 38,082,296,    official: 3,808,152,   infectious: 9,317,722,   dead: 1,073,887 

[168] Aug 28:   actual: 38,651,059,    official: 3,865,028,   infectious: 9,394,729,   dead: 1,096,803 

[169] Aug 29:   actual: 39,222,847,    official: 3,922,206,   infectious: 9,470,119,   dead: 1,119,884 

[170] Aug 30:   actual: 39,797,521,    official: 3,979,673,   infectious: 9,543,737,   dead: 1,143,124 

[171] Aug 31:   actual: 40,374,939,    official: 4,037,414,   infectious: 9,615,515,   dead: 1,165,808 

[172] Sep  1:   actual: 40,955,010,    official: 4,095,421,   infectious: 9,686,310,   dead: 1,188,612 

[173] Sep  2:   actual: 41,537,594,    official: 4,153,679,   infectious: 9,755,263,   dead: 1,211,541 

[174] Sep  3:   actual: 42,122,548,    official: 4,212,174,   infectious: 9,822,325,   dead: 1,234,590 

[175] Sep  4:   actual: 42,709,670,    official: 4,270,886,   infectious: 9,886,475,   dead: 1,258,697 

[176] Sep  5:   actual: 43,298,810,    official: 4,329,800,   infectious: 9,948,549,   dead: 1,282,953 

[177] Sep  6:   actual: 43,889,814,    official: 4,388,900,   infectious: 10,008,471,   dead: 1,307,328 

[178] Sep  7:   actual: 44,482,522,    official: 4,448,170,   infectious: 10,066,099,   dead: 1,331,813 

[179] Sep  8:   actual: 45,076,770,    official: 4,507,594,   infectious: 10,121,369,   dead: 1,355,930 

[180] Sep  9:   actual: 45,672,428,    official: 4,567,159,   infectious: 10,174,801,   dead: 1,380,122 

[181] Sep 10:   actual: 46,269,336,    official: 4,626,849,   infectious: 10,225,871,   dead: 1,404,392 

[182] Sep 11:   actual: 46,867,332,    official: 4,686,648,   infectious: 10,274,536,   dead: 1,428,732 

[183] Sep 12:   actual: 47,466,220,    official: 4,746,536,   infectious: 10,320,148,   dead: 1,453,725 

[184] Sep 13:   actual: 48,065,834,    official: 4,806,497,   infectious: 10,363,218,   dead: 1,478,799 

[185] Sep 14:   actual: 48,666,008,    official: 4,866,514,   infectious: 10,403,687,   dead: 1,503,932 

[186] Sep 15:   actual: 49,266,570,    official: 4,926,570,   infectious: 10,441,450,   dead: 1,529,114 

[187] Sep 16:   actual: 49,867,348,    official: 4,986,647,   infectious: 10,476,462,   dead: 1,554,040 

[188] Sep 17:   actual: 50,468,190,    official: 5,046,731,   infectious: 10,509,026,   dead: 1,578,985 

[189] Sep 18:   actual: 51,068,927,    official: 5,106,804,   infectious: 10,538,833,   dead: 1,603,945 

[190] Sep 19:   actual: 51,669,391,    official: 5,166,850,   infectious: 10,565,854,   dead: 1,628,913 

[191] Sep 20:   actual: 52,269,447,    official: 5,226,855,   infectious: 10,590,641,   dead: 1,654,233 

[192] Sep 21:   actual: 52,868,929,    official: 5,286,803,   infectious: 10,612,613,   dead: 1,679,558 

[193] Sep 22:   actual: 53,467,671,    official: 5,346,677,   infectious: 10,631,757,   dead: 1,704,870 

[194] Sep 23:   actual: 54,065,455,    official: 5,406,455,   infectious: 10,647,072,   dead: 1,731,102 

[195] Sep 24:   actual: 54,662,112,    official: 5,466,120,   infectious: 10,659,430,   dead: 1,757,176 

[196] Sep 25:   actual: 55,257,486,    official: 5,525,657,   infectious: 10,669,002,   dead: 1,783,216 

[197] Sep 26:   actual: 55,851,414,    official: 5,585,049,   infectious: 10,675,623,   dead: 1,809,213 

[198] Sep 27:   actual: 56,443,734,    official: 5,644,281,   infectious: 10,679,284,   dead: 1,834,689 

[199] Sep 28:   actual: 57,034,352,    official: 5,703,342,   infectious: 10,681,181,   dead: 1,860,287 

[200] Sep 29:   actual: 57,623,112,    official: 5,762,218,   infectious: 10,680,176,   dead: 1,885,816 

[201] Sep 30:   actual: 58,209,862,    official: 5,820,893,   infectious: 10,676,290,   dead: 1,911,265 

[202] Oct  1:   actual: 58,794,373,    official: 5,879,344,   infectious: 10,668,084,   dead: 1,938,035 

[203] Oct  2:   actual: 59,376,492,    official: 5,937,555,   infectious: 10,656,907,   dead: 1,964,678 

[204] Oct  3:   actual: 59,956,074,    official: 5,995,513,   infectious: 10,642,861,   dead: 1,991,230 

[205] Oct  4:   actual: 60,532,972,    official: 6,053,202,   infectious: 10,625,881,   dead: 2,017,683 

[206] Oct  5:   actual: 61,107,041,    official: 6,110,608,   infectious: 10,605,984,   dead: 2,043,321 

[207] Oct  6:   actual: 61,678,211,    official: 6,167,725,   infectious: 10,584,488,   dead: 2,068,919 

[208] Oct  7:   actual: 62,246,347,    official: 6,224,538,   infectious: 10,560,194,   dead: 2,094,380 

[209] Oct  8:   actual: 62,811,318,    official: 6,281,035,   infectious: 10,533,148,   dead: 2,119,694 

[210] Oct  9:   actual: 63,372,921,    official: 6,337,195,   infectious: 10,501,946,   dead: 2,146,267 

[211] Oct 10:   actual: 63,931,027,    official: 6,393,005,   infectious: 10,467,958,   dead: 2,172,693 

[212] Oct 11:   actual: 64,485,513,    official: 6,448,453,   infectious: 10,431,267,   dead: 2,198,967 

[213] Oct 12:   actual: 65,036,257,    official: 6,503,527,   infectious: 10,391,829,   dead: 2,225,082 

[214] Oct 13:   actual: 65,583,139,    official: 6,558,215,   infectious: 10,349,686,   dead: 2,250,320 

[215] Oct 14:   actual: 66,126,102,    official: 6,612,511,   infectious: 10,305,993,   dead: 2,275,405 

[216] Oct 15:   actual: 66,665,039,    official: 6,666,404,   infectious: 10,259,782,   dead: 2,300,291 

[217] Oct 16:   actual: 67,199,848,    official: 6,719,884,   infectious: 10,211,116,   dead: 2,324,970 

[218] Oct 17:   actual: 67,730,367,    official: 6,772,935,   infectious: 10,158,852,   dead: 2,350,612 

[219] Oct 18:   actual: 68,256,499,    official: 6,825,548,   infectious: 10,104,160,   dead: 2,376,060 

[220] Oct 19:   actual: 68,778,150,    official: 6,877,713,   infectious: 10,047,114,   dead: 2,401,297 

[221] Oct 20:   actual: 69,295,227,    official: 6,929,420,   infectious: 9,987,694,   dead: 2,426,313 

[222] Oct 21:   actual: 69,807,642,    official: 6,980,661,   infectious: 9,925,958,   dead: 2,450,512 

[223] Oct 22:   actual: 70,315,353,    official: 7,031,432,   infectious: 9,862,807,   dead: 2,474,478 

[224] Oct 23:   actual: 70,818,284,    official: 7,081,725,   infectious: 9,797,561,   dead: 2,498,190 

[225] Oct 24:   actual: 71,316,364,    official: 7,131,533,   infectious: 9,730,292,   dead: 2,521,640 

[226] Oct 25:   actual: 71,809,480,    official: 7,180,844,   infectious: 9,660,171,   dead: 2,545,706 

[227] Oct 26:   actual: 72,297,567,    official: 7,229,652,   infectious: 9,588,100,   dead: 2,569,525 

[228] Oct 27:   actual: 72,780,563,    official: 7,277,951,   infectious: 9,514,157,   dead: 2,593,077 

[229] Oct 28:   actual: 73,258,408,    official: 7,325,735,   infectious: 9,438,344,   dead: 2,616,355 

[230] Oct 29:   actual: 73,731,045,    official: 7,372,998,   infectious: 9,360,725,   dead: 2,638,910 

[231] Oct 30:   actual: 74,198,452,    official: 7,419,738,   infectious: 9,281,966,   dead: 2,661,172 

[232] Oct 31:   actual: 74,660,585,    official: 7,465,951,   infectious: 9,201,625,   dead: 2,683,133 

[233] Nov  1:   actual: 75,117,403,    official: 7,511,632,   infectious: 9,119,777,   dead: 2,704,787 

[234] Nov  2:   actual: 75,568,863,    official: 7,556,778,   infectious: 9,036,340,   dead: 2,726,747 

[235] Nov  3:   actual: 76,014,931,    official: 7,601,384,   infectious: 8,951,527,   dead: 2,748,411 

[236] Nov  4:   actual: 76,455,578,    official: 7,645,448,   infectious: 8,865,420,   dead: 2,769,763 

[237] Nov  5:   actual: 76,890,754,    official: 7,688,965,   infectious: 8,777,569,   dead: 2,791,268 

[238] Nov  6:   actual: 77,320,433,    official: 7,731,932,   infectious: 8,688,487,   dead: 2,812,167 

[239] Nov  7:   actual: 77,744,614,    official: 7,774,350,   infectious: 8,598,645,   dead: 2,832,739 

[240] Nov  8:   actual: 78,163,281,    official: 7,816,216,   infectious: 8,507,776,   dead: 2,852,979 

[241] Nov  9:   actual: 78,576,423,    official: 7,857,530,   infectious: 8,415,956,   dead: 2,872,648 

[242] Nov 10:   actual: 78,984,057,    official: 7,898,293,   infectious: 8,323,775,   dead: 2,892,379 

[243] Nov 11:   actual: 79,386,180,    official: 7,938,505,   infectious: 8,230,811,   dead: 2,911,777 

[244] Nov 12:   actual: 79,782,792,    official: 7,978,166,   infectious: 8,137,141,   dead: 2,930,834 

[245] Nov 13:   actual: 80,173,849,    official: 8,017,271,   infectious: 8,041,855,   dead: 2,950,486 

[246] Nov 14:   actual: 80,559,352,    official: 8,055,821,   infectious: 7,945,913,   dead: 2,969,633 

[247] Nov 15:   actual: 80,939,320,    official: 8,093,817,   infectious: 7,849,630,   dead: 2,988,440 

[248] Nov 16:   actual: 81,313,762,    official: 8,131,261,   infectious: 7,752,861,   dead: 3,006,900 

[249] Nov 17:   actual: 81,682,691,    official: 8,168,153,   infectious: 7,655,675,   dead: 3,024,543 

[250] Nov 18:   actual: 82,046,167,    official: 8,204,500,   infectious: 7,559,042,   dead: 3,042,075 

[251] Nov 19:   actual: 82,404,210,    official: 8,240,304,   infectious: 7,462,169,   dead: 3,059,256 

[252] Nov 20:   actual: 82,756,843,    official: 8,275,567,   infectious: 7,365,126,   dead: 3,076,082 

[253] Nov 21:   actual: 83,104,035,    official: 8,310,286,   infectious: 7,266,770,   dead: 3,093,726 

[254] Nov 22:   actual: 83,445,810,    official: 8,344,463,   infectious: 7,168,272,   dead: 3,110,942 

[255] Nov 23:   actual: 83,782,202,    official: 8,378,102,   infectious: 7,069,843,   dead: 3,127,811 

[256] Nov 24:   actual: 84,113,239,    official: 8,411,205,   infectious: 6,971,395,   dead: 3,144,334 

[257] Nov 25:   actual: 84,438,953,    official: 8,443,776,   infectious: 6,872,981,   dead: 3,159,921 

[258] Nov 26:   actual: 84,759,425,    official: 8,475,823,   infectious: 6,775,667,   dead: 3,175,289 

[259] Nov 27:   actual: 85,074,693,    official: 8,507,349,   infectious: 6,678,564,   dead: 3,190,304 

[260] Nov 28:   actual: 85,384,797,    official: 8,538,359,   infectious: 6,581,734,   dead: 3,204,960 

[261] Nov 29:   actual: 85,689,723,    official: 8,568,851,   infectious: 6,484,026,   dead: 3,220,436 

[262] Nov 30:   actual: 85,989,511,    official: 8,598,829,   infectious: 6,386,603,   dead: 3,235,534 

[263] Dec  1:   actual: 86,284,207,    official: 8,628,298,   infectious: 6,289,599,   dead: 3,250,291 

[264] Dec  2:   actual: 86,573,853,    official: 8,657,262,   infectious: 6,192,948,   dead: 3,264,707 

[265] Dec  3:   actual: 86,858,493,    official: 8,685,726,   infectious: 6,096,692,   dead: 3,278,192 

[266] Dec  4:   actual: 87,138,214,    official: 8,713,698,   infectious: 6,001,799,   dead: 3,291,403 

[267] Dec  5:   actual: 87,413,067,    official: 8,741,183,   infectious: 5,907,464,   dead: 3,304,264 

[268] Dec  6:   actual: 87,683,102,    official: 8,768,186,   infectious: 5,813,732,   dead: 3,316,775 

[269] Dec  7:   actual: 87,948,323,    official: 8,794,708,   infectious: 5,719,593,   dead: 3,329,967 

[270] Dec  8:   actual: 88,208,781,    official: 8,820,753,   infectious: 5,626,056,   dead: 3,342,815 

[271] Dec  9:   actual: 88,464,528,    official: 8,846,327,   infectious: 5,533,203,   dead: 3,355,332 

[272] Dec 10:   actual: 88,715,615,    official: 8,871,435,   infectious: 5,440,982,   dead: 3,367,518 

[273] Dec 11:   actual: 88,962,093,    official: 8,896,082,   infectious: 5,349,420,   dead: 3,378,858 

[274] Dec 12:   actual: 89,204,049,    official: 8,920,277,   infectious: 5,259,307,   dead: 3,389,898 

[275] Dec 13:   actual: 89,441,539,    official: 8,944,026,   infectious: 5,169,989,   dead: 3,400,601 

[276] Dec 14:   actual: 89,674,619,    official: 8,967,334,   infectious: 5,081,494,   dead: 3,410,967 

[277] Dec 15:   actual: 89,903,318,    official: 8,990,203,   infectious: 4,993,246,   dead: 3,421,823 

[278] Dec 16:   actual: 90,127,693,    official: 9,012,640,   infectious: 4,905,826,   dead: 3,432,359 

[279] Dec 17:   actual: 90,347,801,    official: 9,034,650,   infectious: 4,819,284,   dead: 3,442,575 

[280] Dec 18:   actual: 90,563,686,    official: 9,056,238,   infectious: 4,733,339,   dead: 3,452,708 

[281] Dec 19:   actual: 90,775,403,    official: 9,077,409,   infectious: 4,648,232,   dead: 3,462,124 

[282] Dec 20:   actual: 90,983,032,    official: 9,098,171,   infectious: 4,564,556,   dead: 3,471,240 

[283] Dec 21:   actual: 91,186,632,    official: 9,118,531,   infectious: 4,481,818,   dead: 3,480,037 

[284] Dec 22:   actual: 91,386,261,    official: 9,138,493,   infectious: 4,400,033,   dead: 3,488,400 

[285] Dec 23:   actual: 91,581,975,    official: 9,158,064,   infectious: 4,319,175,   dead: 3,497,060 

[286] Dec 24:   actual: 91,773,832,    official: 9,177,249,   infectious: 4,239,288,   dead: 3,505,419 

[287] Dec 25:   actual: 91,961,891,    official: 9,196,054,   infectious: 4,160,403,   dead: 3,513,475 

[288] Dec 26:   actual: 92,146,182,    official: 9,214,483,   infectious: 4,081,890,   dead: 3,521,818 

[289] Dec 27:   actual: 92,326,759,    official: 9,232,540,   infectious: 4,004,310,   dead: 3,529,583 

[290] Dec 28:   actual: 92,503,696,    official: 9,250,233,   infectious: 3,928,092,   dead: 3,537,062 

[291] Dec 29:   actual: 92,677,051,    official: 9,267,568,   infectious: 3,852,878,   dead: 3,544,246 

[292] Dec 30:   actual: 92,846,880,    official: 9,284,550,   infectious: 3,778,673,   dead: 3,550,844 

[293] Dec 31:   actual: 93,013,259,    official: 9,301,187,   infectious: 3,705,919,   dead: 3,557,579 

As of Dec 31 evening:
          0:  Total avoidable deaths from severely ills denied Hosp.BEDS
  2,619,485:  Total avoidable deaths from critically ills denied H.VENTS 
    938,094:  Total deaths of those given proper hospital treatment: 
---------------
  3,557,579:  GRAND TOTAL DEATHS
Press [Enter] to close the terminal ...


